Recency,Frequency,MonetaryTotal,Age,Prediction,Prob_Churn,Risk_Level
-0.7573752648640123,-0.3199709393456844,-0.5950433543189896,-0.0072898219072113,Fidèle,32.9,MOYEN
0.0288757555410224,-0.0140550435400182,0.0083344911265446,-0.0072898219072113,Fidèle,32.19,MOYEN
-0.8569007104849028,-0.3199709393456844,-0.4428959263931737,-1.7904444712776444,Fidèle,29.14,FAIBLE
-0.906663433295348,0.6997487133398695,2.148564728876893,-0.0072898219072113,Fidèle,21.78,FAIBLE
-0.279653125883738,-0.4219429046142398,-0.5632571853195485,-2.0546155304436344,Fidèle,30.76,MOYEN
-0.279653125883738,0.3938328175342033,0.7925649835971097,1.445651003505734,Fidèle,29.9,FAIBLE
-0.6279921855568547,-0.1160270088085736,-0.6818249229783572,1.9739931218377145,Fidèle,30.11,MOYEN
-0.2000327693870256,-0.4219429046142398,-0.5437415430120704,-0.0072898219072113,Fidèle,31.54,MOYEN
-0.2497954921974708,-0.4219429046142398,-0.7033027840983704,0.7191805907992613,Fidèle,29.85,FAIBLE
2.795683143801778,-0.4219429046142398,-0.7341477983732471,1.9739931218377145,Fidèle,33.36,MOYEN
-0.488656561687608,-0.4219429046142398,-0.7944172160179971,-0.3375036458646989,Fidèle,29.96,FAIBLE
1.6710456082857157,-0.4219429046142398,-0.6403874786430525,1.181479944339744,Fidèle,37.03,MOYEN
1.5018523507302015,-0.4219429046142398,-0.9041061355205374,-0.0733325866987088,Fidèle,35.32,MOYEN
-0.5682769181843204,-0.3199709393456844,-0.6775719690815045,0.7852233555907588,Fidèle,29.65,FAIBLE
-0.1303649574524022,-0.4219429046142398,-0.9609927234477492,-0.0072898219072113,Fidèle,32.22,MOYEN
-0.5981345518705875,0.3938328175342033,0.6542418755406041,-0.0072898219072113,Fidèle,30.14,MOYEN
-0.3791785715046284,0.1898888869970925,0.2397786440059935,-1.9225300008606396,Fidèle,31.97,MOYEN
0.8748420433185916,-0.3199709393456844,-0.692932324491849,-0.1393753514902064,Fidèle,33.28,MOYEN
-0.279653125883738,-0.4219429046142398,-0.6544426477844252,-1.5923161769031515,Fidèle,31.62,MOYEN
0.148306290286091,-0.0140550435400182,0.5951622195287938,-0.8658457641966791,Fidèle,31.1,MOYEN
-0.7573752648640123,1.0056646091455357,-0.4923509435235889,1.5116937682972316,Fidèle,33.73,MOYEN
-0.5085616508117861,-0.3199709393456844,-0.3649576606174494,-1.130016823362669,Fidèle,29.62,FAIBLE
1.6909506974098936,-0.4219429046142398,-0.7114269027113562,-0.0072898219072113,Fidèle,34.38,MOYEN
1.0440353008741057,-0.2179989740771289,0.372934279895551,2.040035886629212,Fidèle,31.93,MOYEN
-0.5284667399359642,0.4958047828027587,0.6883276584425183,1.313565473922739,Fidèle,34.7,MOYEN
-0.906663433295348,-0.2179989740771289,-0.2797298851354287,-0.8658457641966791,Fidèle,32.67,MOYEN
-0.4388938388771627,-0.1160270088085736,0.5070843434186109,-1.394187882528659,Fidèle,28.84,FAIBLE
-0.687707452929389,0.8017206786084249,2.182809220653351,-1.2621023529456643,Fidèle,25.64,FAIBLE
-0.8768057996090809,0.6997487133398695,0.973195660168235,1.6437792978802266,Fidèle,24.38,FAIBLE
-0.4687514725634299,0.1898888869970925,2.182809220653351,-0.0072898219072113,Fidèle,30.63,MOYEN
0.7255538748872559,-0.3199709393456844,-0.4388915794046966,-0.0072898219072113,Fidèle,32.23,MOYEN
-0.2597480367595599,-0.3199709393456844,-0.584042498623373,-1.9885727656521368,Fidèle,29.11,FAIBLE
1.4819472616060234,-0.0140550435400182,-0.0969682922067993,-0.0072898219072113,Fidèle,34.78,MOYEN
-0.488656561687608,0.8017206786084249,1.058956164739632,-0.0072898219072113,Fidèle,28.49,FAIBLE
-0.5483718290601423,-0.2179989740771289,-0.236143766806307,-0.0072898219072113,Fidèle,31.03,MOYEN
-0.7573752648640123,-0.3199709393456844,-0.5268185156062228,-1.4602306473201567,Fidèle,29.66,FAIBLE
-0.906663433295348,2.127356227099645,2.182809220653351,-0.0072898219072113,Fidèle,19.63,FAIBLE
1.0340827563120163,-0.4219429046142398,-0.8198017571267686,-2.0546155304436344,Fidèle,37.96,MOYEN
-0.279653125883738,-0.2179989740771289,-0.835064445537394,1.7758648274632216,Fidèle,31.24,MOYEN
2.706110242742976,-0.4219429046142398,-0.8498121624949558,0.9833516499652514,Fidèle,32.42,MOYEN
-0.279653125883738,-0.3199709393456844,-0.6713479175539604,-0.8658457641966791,Fidèle,32.36,MOYEN
-0.7772803539881904,-0.2179989740771289,-0.5232847459800282,-0.2054181162817039,Fidèle,29.69,FAIBLE
-0.3294158486941832,-0.0140550435400182,0.1450061390059843,-1.8564872360691416,Fidèle,29.21,FAIBLE
-0.6080870964326766,-0.2179989740771289,-0.6404496303701462,-0.0072898219072113,Fidèle,28.4,FAIBLE
0.4866928053971187,-0.4219429046142398,-0.73675817091119,0.6531378260077638,Fidèle,33.0,MOYEN
-0.5981345518705875,-0.3199709393456844,-0.3692372509687708,0.9833516499652514,Fidèle,28.61,FAIBLE
-0.8270430767986356,-0.3199709393456844,-0.7444738638889872,-0.601674705030689,Fidèle,28.23,FAIBLE
-0.906663433295348,1.311580504951202,2.182809220653351,-0.0072898219072113,Fidèle,21.17,FAIBLE
-0.1701751357007584,-0.4219429046142398,-0.6941753590337265,-0.0072898219072113,Fidèle,30.37,MOYEN
-0.3393683932562722,0.5977767480713141,2.182809220653351,-1.5262734121116543,Fidèle,28.6,FAIBLE
-0.5583243736222313,0.0879169217285371,0.1564065415186329,0.6531378260077638,Fidèle,29.66,FAIBLE
-0.896710888733259,-0.4219429046142398,-0.8292221831905694,-0.0072898219072113,Fidèle,33.15,MOYEN
-0.0706496900798679,-0.3199709393456844,-0.2794368841362718,1.0493944147567489,Fidèle,31.18,MOYEN
-0.8170905322365466,-0.1160270088085736,1.2990749229577554,-0.0072898219072113,Fidèle,25.87,FAIBLE
-0.3294158486941832,-0.0140550435400182,-0.4809416621927839,1.5116937682972316,Fidèle,30.55,MOYEN
-0.5284667399359642,-0.1160270088085736,-0.493647250974404,1.2475227091312415,Fidèle,32.08,MOYEN
-0.8071379876744575,0.8017206786084249,2.182809220653351,-1.5262734121116543,Fidèle,22.28,FAIBLE
-0.707612542053567,-0.2179989740771289,-0.0207436383352344,-0.7337602346136841,Fidèle,31.44,MOYEN
-0.0507446009556898,-0.4219429046142398,-0.4520766243667551,1.577736533088729,Fidèle,29.31,FAIBLE
0.2080215576586253,-0.4219429046142398,-0.8806394191335198,1.1154371795482465,Fidèle,32.11,MOYEN
1.8800490440895852,-0.4219429046142398,-0.8060484678027088,-1.4602306473201567,Fidèle,37.0,MOYEN
1.0838454791224617,-0.4219429046142398,-0.714232609248737,-0.0072898219072113,Fidèle,34.75,MOYEN
-0.269700581321649,-0.0140550435400182,-0.6661360512962308,-0.0072898219072113,Fidèle,34.16,MOYEN
0.1682113794102691,-0.1160270088085736,0.4696246096173143,1.841907592254719,Fidèle,31.05,MOYEN
-0.687707452929389,0.6997487133398695,1.459097862588181,1.709822062671724,Fidèle,33.34,MOYEN
1.6411879745994482,-0.4219429046142398,-0.925726057731051,-0.0072898219072113,Fidèle,33.58,MOYEN
-0.8867583441711699,-0.0140550435400182,0.4618822801850482,0.4550095316332712,Fidèle,31.43,MOYEN
-0.6379447301189437,-0.3199709393456844,-0.4185146917360607,1.9739931218377145,Fidèle,30.6,MOYEN
-0.3990836606288065,-0.4219429046142398,-0.9056599286978844,-1.7904444712776444,Fidèle,29.31,FAIBLE
0.4568351717108515,-0.3199709393456844,-0.8745929439691011,-0.0072898219072113,Fidèle,34.42,MOYEN
-0.4189887497529846,-0.1160270088085736,0.5744213003157508,0.3889667668417737,Fidèle,29.54,FAIBLE
-0.8867583441711699,2.433272122905311,2.182809220653351,-0.0072898219072113,Fidèle,18.56,FAIBLE
-0.8270430767986356,0.1898888869970925,0.2565152162305594,-1.5262734121116543,Fidèle,28.4,FAIBLE
-0.6678023638052109,-0.0140550435400182,0.2983699650192085,-0.2054181162817039,Fidèle,33.42,MOYEN
0.8151267759460573,-0.2179989740771289,-0.5876650564311304,1.7758648274632216,Fidèle,35.13,MOYEN
-0.6678023638052109,-0.2179989740771289,-0.7630661091082134,-0.0072898219072113,Fidèle,30.89,MOYEN
0.2179741022207144,-0.4219429046142398,2.182809220653351,-0.0072898219072113,Fidèle,30.01,MOYEN
-0.5483718290601423,-0.4219429046142398,-0.3340061005246975,1.1154371795482465,Fidèle,30.22,MOYEN
2.218435559200613,-0.3199709393456844,-0.3118712068611204,-0.2714608810732014,Fidèle,31.66,MOYEN
-0.5185141953738751,-0.0140550435400182,0.3630255188331556,1.6437792978802266,Fidèle,32.71,MOYEN
-0.3194633041320942,-0.1160270088085736,1.1305815908062489,-0.9979312937796742,Fidèle,28.62,FAIBLE
0.6459335183905435,-0.3199709393456844,-0.6072694869201711,-1.394187882528659,Fidèle,31.69,MOYEN
-0.8369956213607247,-0.4219429046142398,-0.8578208564719101,-0.0072898219072113,Fidèle,32.36,MOYEN
-0.7275176311777451,-0.3199709393456844,-0.7919666622068671,0.2568812372587787,Fidèle,29.68,FAIBLE
2.168672836390168,-0.4219429046142398,-0.7099352612611031,-0.0072898219072113,Fidèle,32.61,MOYEN
2.1786253809522567,-0.2179989740771289,-0.5279461255120691,-0.4035464106561964,Fidèle,33.03,MOYEN
-0.707612542053567,-0.4219429046142398,-0.8285651506470055,-0.8658457641966791,Fidèle,30.8,MOYEN
-0.707612542053567,0.0879169217285371,-0.4644625756947497,0.5870950612162663,Fidèle,35.32,MOYEN
1.6710456082857157,-0.4219429046142398,-0.9680780203364514,-0.1393753514902064,Fidèle,37.33,MOYEN
2.258245737448969,-0.4219429046142398,-0.8124500956933783,-0.0072898219072113,Fidèle,31.72,MOYEN
-0.8768057996090809,0.5977767480713141,0.8477734748927869,-0.0072898219072113,Fidèle,30.57,MOYEN
-0.687707452929389,0.5977767480713141,0.4844699935745952,-1.9225300008606396,Fidèle,32.34,MOYEN
-0.4189887497529846,-0.3199709393456844,-0.742644827348796,-0.9979312937796742,Fidèle,29.28,FAIBLE
0.347357181527872,-0.0140550435400182,0.5388349971454268,-0.0072898219072113,Fidèle,31.42,MOYEN
-0.687707452929389,0.3938328175342033,2.182809220653351,-0.0072898219072113,Fidèle,25.53,FAIBLE
-0.7673278094261013,0.0879169217285371,-0.0096717520943682,-1.196059588154167,Fidèle,30.82,MOYEN
-0.906663433295348,0.5977767480713141,0.7068044790257131,1.3796082387142363,Fidèle,25.57,FAIBLE
-0.1701751357007584,-0.1160270088085736,-0.717775257693088,-0.0072898219072113,Fidèle,32.72,MOYEN
0.7852691422597902,-0.3199709393456844,-0.6832632915196727,-1.5923161769031515,Fidèle,33.21,MOYEN
-0.498609106249697,-0.4219429046142398,-0.7032228747349641,-1.6583589416946494,Fidèle,28.79,FAIBLE
-0.488656561687608,-0.3199709393456844,-0.7730370218977027,-0.0072898219072113,Fidèle,30.17,MOYEN
1.4321845387955785,-0.4219429046142398,-0.8484181880444218,-1.394187882528659,Fidèle,32.45,MOYEN
-0.6180396409947656,0.5977767480713141,2.182809220653351,-0.0072898219072113,Fidèle,32.26,MOYEN
-0.6279921855568547,-0.3199709393456844,-0.8411641936107503,-1.7904444712776444,Fidèle,31.78,MOYEN
-0.1801276802628475,-0.2179989740771289,-0.4957684006319366,-0.0072898219072113,Fidèle,34.34,MOYEN
1.8900015886516743,-0.4219429046142398,-0.6719694348248992,-1.7904444712776444,Fidèle,37.04,MOYEN
-0.8469481659228137,-0.2179989740771289,0.686534137174952,-0.0072898219072113,Fidèle,28.92,FAIBLE
-0.4189887497529846,-0.3199709393456844,0.0728213473955222,-1.9225300008606396,Fidèle,30.48,MOYEN
0.8549369541944135,-0.3199709393456844,-0.4051431915927203,2.040035886629212,Fidèle,33.88,MOYEN
-0.269700581321649,-0.4219429046142398,-0.9235951413735466,0.7191805907992613,Fidèle,28.44,FAIBLE
1.4520896279197564,-0.4219429046142398,-0.8545179361177782,-0.9979312937796742,Fidèle,35.43,MOYEN
-0.896710888733259,-0.4219429046142398,-0.5871944790688484,1.841907592254719,Fidèle,31.33,MOYEN
-0.0009818781452446,-0.4219429046142398,-0.7406559720817917,-0.0072898219072113,Fidèle,30.3,MOYEN
-0.6578498192431218,0.2918608522656479,-0.190630944937275,0.1247957076757836,Fidèle,33.16,MOYEN
2.805635688363867,-0.4219429046142398,-0.5693302969384362,-0.601674705030689,Fidèle,30.71,MOYEN
0.148306290286091,-0.3199709393456844,-0.6266874622279303,-0.0072898219072113,Fidèle,35.0,MOYEN
0.8549369541944135,-0.3199709393456844,-0.7690859478181634,-1.130016823362669,Fidèle,33.94,MOYEN
-0.7275176311777451,0.0879169217285371,-0.2204105010333994,1.9739931218377145,Fidèle,31.25,MOYEN
-0.7474227203019232,-0.2179989740771289,-0.6276730110432761,0.7191805907992613,Fidèle,29.91,FAIBLE
-0.6180396409947656,-0.3199709393456844,-0.2070567585263716,0.3889667668417737,Fidèle,32.72,MOYEN
-0.8170905322365466,0.1898888869970925,1.179557151756225,-2.0546155304436344,Fidèle,25.27,FAIBLE
1.8800490440895852,0.2918608522656479,-0.0682630731075834,-0.0072898219072113,Fidèle,33.12,MOYEN
-0.896710888733259,0.8017206786084249,0.5458226270344098,-0.1393753514902064,Fidèle,28.77,FAIBLE
1.8800490440895852,-0.4219429046142398,-0.660151727858906,0.7852233555907588,Fidèle,35.51,MOYEN
-0.8768057996090809,1.4135524702197573,2.182809220653351,-0.2714608810732014,Fidèle,23.6,FAIBLE
-0.8768057996090809,0.2918608522656479,0.3367175806361321,-0.9979312937796742,Fidèle,27.66,FAIBLE
-0.8170905322365466,-0.1160270088085736,-0.440196765673668,-0.7337602346136841,Fidèle,29.81,FAIBLE
-0.8170905322365466,-0.2179989740771289,-0.3160176149400978,1.841907592254719,Fidèle,29.17,FAIBLE
2.656347519932531,-0.4219429046142398,-0.731599577562398,-0.8658457641966791,Fidèle,31.72,MOYEN
-0.5284667399359642,-0.3199709393456844,-0.3157690080317222,-0.0072898219072113,Fidèle,29.76,FAIBLE
-0.8369956213607247,-0.1160270088085736,-0.4472199108352763,0.1908384724672811,Fidèle,30.65,MOYEN
-0.498609106249697,-0.3199709393456844,-0.5925395275989218,-0.0072898219072113,Fidèle,30.26,MOYEN
0.1682113794102691,-0.3199709393456844,-0.4635036633338728,-1.8564872360691416,Fidèle,34.78,MOYEN
2.3279135493835925,-0.4219429046142398,-0.8736517892445366,-0.0733325866987088,Fidèle,31.85,MOYEN
-0.6279921855568547,0.0879169217285371,-0.4316642214254941,0.7852233555907588,Fidèle,33.3,MOYEN
-0.2199378585112037,-0.4219429046142398,-0.7282433842993286,0.5870950612162663,Fidèle,30.55,MOYEN
2.437391539566572,-0.3199709393456844,-1.750532749175763,0.1247957076757836,Fidèle,31.25,MOYEN
-0.7275176311777451,-0.0140550435400182,2.182809220653351,-0.0072898219072113,Fidèle,23.61,FAIBLE
2.3279135493835925,-0.4219429046142398,-0.8254309278378428,-1.5923161769031515,Fidèle,32.37,MOYEN
-0.7474227203019232,-0.3199709393456844,-0.6802089780739163,1.2475227091312415,Fidèle,30.09,MOYEN
0.8449844096323245,-0.4219429046142398,-0.7354884999148436,-0.0072898219072113,Fidèle,31.63,MOYEN
-0.6279921855568547,-0.1160270088085736,2.182809220653351,-0.0072898219072113,Fidèle,26.38,FAIBLE
0.3174995478416049,-0.3199709393456844,-0.7729659913524526,1.313565473922739,Fidèle,32.74,MOYEN
0.1582588348481801,-0.2179989740771289,0.4380692898899367,0.2568812372587787,Fidèle,32.09,MOYEN
0.964414944377393,-0.4219429046142398,-0.7207851770480631,2.040035886629212,Fidèle,34.1,MOYEN
-0.697659997491478,-0.3199709393456844,-0.8534968720298073,1.709822062671724,Fidèle,36.34,MOYEN
-0.7772803539881904,-0.4219429046142398,-0.91444995867259,2.040035886629212,Fidèle,32.65,MOYEN
1.780523598468695,-0.3199709393456844,-0.7743422081666742,0.1908384724672811,Fidèle,36.13,MOYEN
-0.8569007104849028,-0.3199709393456844,-0.8587620111964744,-0.8658457641966791,Fidèle,28.41,FAIBLE
0.2179741022207144,0.8017206786084249,2.182809220653351,-0.0072898219072113,Fidèle,31.12,MOYEN
0.1582588348481801,-0.3199709393456844,-0.895591348908676,-1.7244017064861468,Fidèle,32.86,MOYEN
-0.3294158486941832,-0.3199709393456844,-0.6696254268316445,2.040035886629212,Fidèle,34.85,MOYEN
-0.8867583441711699,1.107636574414091,1.9840668648957085,-0.0072898219072113,Fidèle,21.83,FAIBLE
-0.6279921855568547,-0.0140550435400182,0.0400052354899538,0.0587529428842861,Fidèle,29.39,FAIBLE
0.5364555282075639,-0.1160270088085736,-0.0106661797278702,0.3229240020502762,Fidèle,32.22,MOYEN
-0.6578498192431218,-0.3199709393456844,-0.9429154496815868,1.445651003505734,Fidèle,29.48,FAIBLE
-0.5981345518705875,-0.2179989740771289,-0.695942243846824,0.5870950612162663,Fidèle,28.59,FAIBLE
-0.6279921855568547,-0.2179989740771289,-0.5013540651340451,-1.0639740585711717,Fidèle,33.73,MOYEN
-0.2000327693870256,-0.3199709393456844,-0.5438658464662584,-0.0072898219072113,Fidèle,32.08,MOYEN
2.447344084128661,-0.4219429046142398,-2.003792158265164,-0.3375036458646989,Fidèle,32.34,MOYEN
-0.6678023638052109,-0.2179989740771289,-0.7101483528968535,1.2475227091312415,Fidèle,28.22,FAIBLE
0.4568351717108515,-0.4219429046142398,-0.6047301449274783,-0.0072898219072113,Fidèle,31.32,MOYEN
-0.906663433295348,-0.1160270088085736,-0.081013055979985,-0.8658457641966791,Fidèle,30.19,MOYEN
-0.896710888733259,1.8214403312939789,2.182809220653351,-0.0072898219072113,Fidèle,24.28,FAIBLE
-0.5284667399359642,0.9036926438769805,2.182809220653351,0.3229240020502762,Fidèle,30.08,MOYEN
-0.4289412943150737,-0.4219429046142398,-1.1237237026158369,-0.0072898219072113,Fidèle,31.72,MOYEN
-0.0706496900798679,-0.4219429046142398,-0.7070141300876908,1.5116937682972316,Fidèle,30.25,MOYEN
-0.3294158486941832,-0.1160270088085736,-0.7856183072251351,1.445651003505734,Fidèle,32.11,MOYEN
0.1582588348481801,-0.3199709393456844,-0.8150782258676339,-0.0072898219072113,Fidèle,31.65,MOYEN
-0.3095107595700051,-0.0140550435400182,0.3161542377862146,-0.0072898219072113,Fidèle,32.23,MOYEN
-0.687707452929389,0.5977767480713141,2.182809220653351,-0.0072898219072113,Fidèle,26.87,FAIBLE
0.8648894987565026,-0.4219429046142398,-0.0189057229768871,-1.0639740585711717,Fidèle,32.2,MOYEN
0.8449844096323245,-0.4219429046142398,-0.9623511826256582,-1.394187882528659,Fidèle,34.74,MOYEN
-0.3891311160667175,0.4958047828027587,0.7652981330392093,0.9833516499652514,Fidèle,34.39,MOYEN
-0.687707452929389,-0.2179989740771289,-0.33150227380463,-0.2714608810732014,Fidèle,29.16,FAIBLE
-0.6678023638052109,-0.0140550435400182,0.4683371809846554,-0.0072898219072113,Fidèle,31.26,MOYEN
-0.7474227203019232,-0.2179989740771289,-0.6235177241461425,-0.7998029994051816,Fidèle,29.15,FAIBLE
-0.1303649574524022,-0.0140550435400182,-0.2242994233858447,-2.0546155304436344,Fidèle,34.24,MOYEN
1.8302863212791405,-0.4219429046142398,-0.8952361961824252,-0.0072898219072113,Fidèle,33.27,MOYEN
0.138353745724002,-0.2179989740771289,-0.3383212061486441,-0.2054181162817039,Fidèle,33.23,MOYEN
-0.7872328985502794,0.6997487133398695,2.182809220653351,1.313565473922739,Fidèle,21.31,FAIBLE
-0.5881820073084985,-0.2179989740771289,-0.133637811192188,0.917308885173754,Fidèle,34.56,MOYEN
-0.7573752648640123,-0.1160270088085736,-0.7746085727113623,-0.0072898219072113,Fidèle,29.42,FAIBLE
-0.5284667399359642,0.2918608522656479,2.0409978469137013,1.7758648274632216,Fidèle,34.82,MOYEN
-0.707612542053567,0.1898888869970925,1.177470629489503,-1.6583589416946494,Fidèle,27.4,FAIBLE
-0.2199378585112037,-0.4219429046142398,-0.6106611954558656,0.9833516499652514,Fidèle,31.46,MOYEN
0.7952216868218792,-0.3199709393456844,-0.7265297723951688,-0.0072898219072113,Fidèle,32.79,MOYEN
-0.7474227203019232,-0.4219429046142398,-0.7195066272335604,-1.394187882528659,Fidèle,27.79,FAIBLE
-0.8668532550469918,2.127356227099645,2.182809220653351,-0.0072898219072113,Fidèle,20.94,FAIBLE
-0.8270430767986356,0.1898888869970925,0.1413391871074451,1.0493944147567489,Fidèle,32.13,MOYEN
-0.7673278094261013,0.6997487133398695,-0.0085352633703657,-0.0072898219072113,Fidèle,34.95,MOYEN
-0.5583243736222313,-0.3199709393456844,-0.4192427548248746,-0.5356319402391915,Fidèle,29.85,FAIBLE
-0.7474227203019232,-0.3199709393456844,-0.5339837218583314,1.841907592254719,Fidèle,36.24,MOYEN
-0.3194633041320942,-0.4219429046142398,-0.8263365672897822,-0.0072898219072113,Fidèle,28.64,FAIBLE
0.5862182510180092,-0.2179989740771289,-0.7741823894398613,-1.7244017064861468,Fidèle,31.76,MOYEN
-0.7374701757398342,-0.2179989740771289,0.3754292277974626,-1.196059588154167,Fidèle,28.25,FAIBLE
-0.6578498192431218,0.5977767480713141,2.182809220653351,-0.0072898219072113,Fidèle,30.17,MOYEN
-0.7673278094261013,-0.0140550435400182,-0.0791485041671685,-0.0072898219072113,Fidèle,31.93,MOYEN
-0.6678023638052109,1.8214403312939789,2.182809220653351,0.8512661203822564,Fidèle,24.79,FAIBLE
-0.8768057996090809,-0.3199709393456844,-0.8139062218710064,-0.0072898219072113,Fidèle,30.04,MOYEN
-0.8170905322365466,0.0879169217285371,1.7429448002259265,1.1154371795482465,Fidèle,28.3,FAIBLE
-0.8170905322365466,0.9036926438769805,2.182809220653351,-0.9979312937796742,Fidèle,22.11,FAIBLE
-0.5782294627464094,-0.1160270088085736,-0.2878983978391957,1.3796082387142363,Fidèle,29.85,FAIBLE
-0.8071379876744575,-0.2179989740771289,1.4291407301289314,0.1908384724672811,Fidèle,24.6,FAIBLE
-0.5782294627464094,0.1898888869970925,0.4196457422156793,-1.4602306473201567,Fidèle,30.5,MOYEN
-0.4090362051908956,-0.2179989740771289,0.845793498443939,1.1154371795482465,Fidèle,28.91,FAIBLE
2.795683143801778,-0.4219429046142398,-0.9138728354924328,-1.9885727656521368,Fidèle,29.96,FAIBLE
0.2279266467828034,-0.4219429046142398,-0.8389800043443084,-0.0072898219072113,Fidèle,32.76,MOYEN
-0.3194633041320942,-0.3199709393456844,-0.9208782230177284,-0.0072898219072113,Fidèle,29.21,FAIBLE
2.656347519932531,-0.4219429046142398,-1.0946011790632766,-0.0072898219072113,Fidèle,32.99,MOYEN
-0.8270430767986356,0.2918608522656479,0.7027202226738294,1.2475227091312415,Fidèle,30.38,MOYEN
0.0686859337893786,-0.0140550435400182,-0.3120576620424021,0.9833516499652514,Fidèle,34.39,MOYEN
-0.7573752648640123,0.1898888869970925,0.0079083078550433,0.3229240020502762,Fidèle,29.52,FAIBLE
-0.5682769181843204,-0.2179989740771289,-0.0126550349948741,1.181479944339744,Fidèle,30.15,MOYEN
-0.279653125883738,-0.3199709393456844,0.1257746188795068,-1.9885727656521368,Fidèle,36.44,MOYEN
-0.5881820073084985,0.9036926438769805,2.182809220653351,-0.0072898219072113,Fidèle,30.55,MOYEN
-0.5185141953738751,-0.4219429046142398,-0.8714675999780946,1.577736533088729,Fidèle,30.05,MOYEN
-0.4289412943150737,-0.2179989740771289,-0.5881533914297252,0.917308885173754,Fidèle,28.25,FAIBLE
1.2132285584296192,0.3938328175342033,-0.4692926527717596,-0.1393753514902064,Fidèle,32.49,MOYEN
-0.1005073237661351,-0.0140550435400182,-0.4868727127211712,-0.0072898219072113,Fidèle,34.22,MOYEN
0.9046996770048588,-0.4219429046142398,-0.8607508664634786,1.5116937682972316,Fidèle,33.21,MOYEN
-0.1303649574524022,-0.4219429046142398,-0.1473822216980914,-1.130016823362669,Fidèle,27.77,FAIBLE
-0.7573752648640123,-0.0140550435400182,0.2734915165453446,-1.3281451177371617,Fidèle,31.63,MOYEN
0.7156013303251668,-0.3199709393456844,-0.5522829660784008,0.7191805907992613,Fidèle,32.91,MOYEN
-0.1801276802628475,0.6997487133398695,2.182809220653351,-0.0072898219072113,Fidèle,35.33,MOYEN
1.9099066777758529,-0.4219429046142398,-0.8224654025736491,1.445651003505734,Fidèle,33.58,MOYEN
-0.6578498192431218,-0.4219429046142398,-0.7192757779614974,-0.0072898219072113,Fidèle,28.93,FAIBLE
